,lead_number,activity_score,profile_score,converted
930,650444,15.0,17.0,0
931,650419,13.0,18.0,0
932,650408,17.0,15.0,0
933,650398,14.0,15.0,0
934,650389,15.0,17.0,1
935,650362,14.0,17.0,1
936,650338,15.0,17.0,1
937,650330,14.0,18.0,0
938,650328,13.0,16.0,1
939,650319,15.0,12.0,1
940,650316,12.0,16.0,0
941,650311,15.0,17.0,1
942,650305,15.0,18.0,1
943,650291,15.0,16.0,1
944,650278,14.0,20.0,1
945,650274,13.0,15.0,0
946,650265,13.0,13.0,0
947,650258,13.0,18.0,1
948,650238,14.0,18.0,1
949,650234,14.0,15.0,1
950,650231,11.0,18.0,0
951,650189,14.0,18.0,0
952,650170,14.0,14.0,0
953,650165,14.0,16.0,1
954,650153,15.0,18.0,1
955,650147,15.0,13.0,0
956,650133,15.0,18.0,1
957,650102,15.0,18.0,1
958,650095,15.0,15.0,1
959,650088,14.0,15.0,0
960,650087,12.0,15.0,0
961,650025,17.0,16.0,0
962,650012,14.0,20.0,1
963,649981,,,0
964,649980,15.0,17.0,1
965,649951,11.0,18.0,0
966,649947,13.0,13.0,0
967,649941,16.0,12.0,1
968,649936,14.0,17.0,0
969,649919,14.0,15.0,1
970,649892,10.0,16.0,0
971,649879,14.0,18.0,0
972,649867,14.0,13.0,0
973,649862,15.0,16.0,1
974,649851,10.0,14.0,0
975,649833,14.0,16.0,1
976,649774,14.0,16.0,0
977,649773,13.0,16.0,1
978,649752,14.0,13.0,0
979,649735,14.0,15.0,0
980,649733,14.0,17.0,0
981,649712,13.0,15.0,0
982,649691,14.0,14.0,1
983,649677,14.0,16.0,1
984,649656,16.0,18.0,0
985,649619,15.0,15.0,1
986,649597,13.0,15.0,0
987,649586,16.0,13.0,0
988,649562,14.0,16.0,0
989,649555,15.0,15.0,0
990,649525,10.0,13.0,0
991,649514,13.0,15.0,0
992,649504,17.0,15.0,0
993,649500,14.0,14.0,0
994,649493,14.0,15.0,1
995,649488,15.0,15.0,1
996,649474,16.0,15.0,0
997,649470,16.0,16.0,1
998,649467,13.0,13.0,0
999,649451,15.0,14.0,1
1000,649442,14.0,17.0,1
1001,649430,17.0,13.0,0
1002,649426,12.0,15.0,0
1003,649417,16.0,15.0,1
1004,649413,14.0,14.0,0
1005,649409,15.0,18.0,1
1006,649405,12.0,15.0,0
1007,649404,13.0,18.0,1
1008,649401,15.0,18.0,1
1009,649398,16.0,13.0,1
1010,649378,15.0,20.0,1
1011,649359,15.0,15.0,0
1012,649355,13.0,18.0,0
1013,649341,14.0,15.0,0
1014,649339,14.0,19.0,0
1015,649338,15.0,15.0,1
1016,649334,15.0,17.0,0
1017,649332,14.0,18.0,0
1018,649329,14.0,16.0,0
1019,649320,12.0,18.0,0
1020,649316,16.0,15.0,1
1021,649293,16.0,15.0,1
1022,649262,15.0,16.0,1
1023,649259,15.0,18.0,0
1024,649252,14.0,18.0,0
1025,649244,15.0,13.0,1
1026,649235,15.0,16.0,1
1027,649223,15.0,16.0,1
1028,649221,17.0,15.0,0
1029,649219,17.0,15.0,0
1030,649212,14.0,20.0,1
1031,649203,14.0,13.0,0
1032,649186,16.0,18.0,1
1033,649181,13.0,15.0,0
1034,649156,14.0,15.0,0
1035,649152,15.0,15.0,1
1036,649138,13.0,15.0,0
1037,649135,14.0,14.0,0
1038,649130,13.0,15.0,0
1039,649102,14.0,13.0,0
1040,649095,14.0,18.0,0
1041,649091,14.0,17.0,0
1042,649082,17.0,15.0,0
1043,649080,15.0,15.0,1
1044,649079,13.0,14.0,0
1045,649066,15.0,20.0,1
1046,649039,14.0,15.0,1
1047,649028,14.0,17.0,0
1048,649023,15.0,17.0,1
1049,649018,13.0,15.0,0
1050,649003,14.0,19.0,1
1051,648999,15.0,16.0,1
1052,648993,14.0,18.0,1
1053,648992,11.0,15.0,1
1054,648987,14.0,13.0,0
1055,648983,15.0,15.0,1
1056,648956,15.0,15.0,1
1057,648948,13.0,15.0,0
1058,648886,17.0,15.0,0
1059,648872,13.0,15.0,0
1060,648834,16.0,15.0,1
1061,648813,15.0,17.0,1
1062,648798,14.0,16.0,0
1063,648765,14.0,15.0,1
1064,648707,13.0,15.0,0
1065,648706,13.0,13.0,0
1066,648700,17.0,18.0,0
1067,648681,15.0,16.0,1
1068,648670,15.0,17.0,1
1069,648641,14.0,15.0,0
1070,648639,15.0,16.0,1
1071,648638,16.0,17.0,1
1072,648634,17.0,15.0,0
1073,648623,15.0,15.0,0
1074,648612,13.0,14.0,0
1075,648605,15.0,20.0,1
1076,648588,14.0,17.0,0
1077,648540,13.0,17.0,1
1078,648538,12.0,13.0,0
1079,648526,14.0,16.0,1
1080,648518,14.0,18.0,0
1081,648494,13.0,16.0,0
1082,648488,14.0,15.0,0
1083,648481,16.0,18.0,0
1084,648466,11.0,15.0,0
1085,648437,14.0,15.0,0
1086,648434,11.0,17.0,0
1087,648423,17.0,15.0,0
1088,648419,14.0,16.0,0
1089,648386,14.0,13.0,1
1090,648361,14.0,18.0,1
1091,648360,17.0,15.0,0
1092,648331,16.0,16.0,1
1093,648322,13.0,17.0,0
1094,648319,17.0,15.0,0
1095,648314,13.0,18.0,0
1096,648310,14.0,18.0,0
1097,648293,13.0,17.0,0
1098,648290,14.0,15.0,1
1099,648284,14.0,20.0,1
1100,648265,17.0,15.0,0
1101,648243,12.0,17.0,0
1102,648236,15.0,17.0,1
1103,648231,14.0,17.0,1
1104,648219,13.0,15.0,0
1105,648199,13.0,13.0,0
1106,648191,15.0,20.0,1
1107,648180,16.0,15.0,0
1108,648164,17.0,15.0,0
1109,648146,11.0,15.0,0
1110,648139,15.0,17.0,1
1111,648136,14.0,18.0,0
1112,648130,11.0,17.0,0
1113,648125,14.0,15.0,0
1114,648109,14.0,18.0,0
1115,648086,15.0,14.0,0
1116,648081,15.0,15.0,1
1117,648066,13.0,17.0,0
1118,648060,14.0,16.0,0
1119,648044,17.0,15.0,0
1120,648037,17.0,15.0,0
1121,648033,15.0,13.0,0
1122,648015,15.0,18.0,0
1123,647974,14.0,15.0,0
1124,647975,14.0,14.0,0
1125,647976,14.0,15.0,0
1126,647977,14.0,15.0,0
1127,647978,14.0,15.0,0
1128,647979,14.0,14.0,0
1129,647980,15.0,13.0,1
1130,647981,14.0,13.0,0
1131,647982,14.0,14.0,0
1132,647983,14.0,13.0,1
1133,647984,14.0,14.0,0
1134,647985,14.0,14.0,0
1135,647986,13.0,14.0,0
1136,647987,13.0,14.0,0
1137,647988,13.0,13.0,0
1138,647989,14.0,14.0,0
1139,647990,14.0,15.0,1
1140,647991,13.0,15.0,0
1141,647992,14.0,15.0,1
1142,647993,14.0,14.0,0
1143,647994,13.0,15.0,0
1144,647995,13.0,15.0,0
1145,647996,13.0,14.0,0
1146,647971,13.0,16.0,1
1147,647947,17.0,15.0,0
1148,647941,15.0,17.0,1
1149,647939,13.0,16.0,0
1150,647930,16.0,15.0,1
1151,647918,15.0,15.0,1
1152,647916,10.0,18.0,0
1153,647912,17.0,15.0,0
1154,647903,13.0,18.0,0
1155,647902,14.0,18.0,0
1156,647894,14.0,15.0,0
1157,647861,15.0,13.0,1
1158,647851,15.0,15.0,1
1159,647829,15.0,15.0,0
1160,647818,11.0,17.0,0
1161,647814,13.0,16.0,0
1162,647775,16.0,15.0,1
1163,647770,13.0,13.0,0
1164,647759,15.0,17.0,1
1165,647711,15.0,15.0,1
1166,647709,15.0,15.0,1
1167,647701,15.0,15.0,1
1168,647697,13.0,14.0,0
1169,647691,14.0,13.0,0
1170,647689,16.0,16.0,1
1171,647668,14.0,16.0,1
1172,647667,13.0,13.0,0
1173,647665,14.0,15.0,1
1174,647654,15.0,15.0,1
1175,647649,14.0,15.0,0
1176,647630,17.0,15.0,0
1177,647606,16.0,18.0,0
1178,647600,16.0,15.0,1
1179,647591,12.0,15.0,0
1180,647584,14.0,17.0,1
1181,647583,13.0,15.0,0
1182,647555,16.0,18.0,0
1183,647539,15.0,14.0,0
1184,647517,16.0,18.0,1
1185,647504,15.0,14.0,0
1186,647449,14.0,17.0,1
1187,647448,14.0,15.0,0
1188,647423,15.0,16.0,1
1189,647411,14.0,17.0,1
1190,647404,15.0,17.0,1
1191,647398,12.0,17.0,0
1192,647352,13.0,18.0,0
1193,647320,15.0,18.0,1
1194,647300,15.0,18.0,0
1195,647299,14.0,15.0,1
1196,647285,15.0,14.0,0
1197,647279,13.0,16.0,0
1198,647256,14.0,14.0,0
1199,647212,14.0,17.0,1
1200,647201,14.0,16.0,1
1201,647199,13.0,15.0,0
1202,647177,14.0,14.0,0
1203,647142,15.0,17.0,1
1204,647132,17.0,15.0,0
1205,647127,13.0,16.0,0
1206,647125,17.0,15.0,0
1207,647123,16.0,16.0,0
1208,647113,16.0,15.0,0
1209,647084,16.0,16.0,0
1210,647082,13.0,17.0,0
1211,647080,17.0,18.0,0
1212,647077,13.0,18.0,0
1213,647040,14.0,14.0,1
1214,647039,14.0,18.0,1
1215,646999,14.0,15.0,0
1216,646958,14.0,15.0,0
1217,646938,13.0,17.0,0
1218,646930,15.0,18.0,0
1219,646917,17.0,15.0,0
1220,646915,14.0,18.0,0
1221,646876,17.0,15.0,0
1222,646873,14.0,18.0,0
1223,646863,14.0,16.0,1
1224,646858,13.0,15.0,0
1225,646857,17.0,15.0,0
1226,646849,17.0,15.0,0
1227,646847,15.0,14.0,0
1228,646842,17.0,15.0,0
1229,646841,16.0,15.0,0
1230,646839,16.0,15.0,0
1231,646838,16.0,16.0,0
1232,646808,17.0,15.0,0
1233,646799,15.0,15.0,0
1234,646772,14.0,20.0,1
1235,646768,17.0,15.0,0
1236,646762,17.0,15.0,0
1237,646755,17.0,15.0,0
1238,646749,17.0,15.0,0
1239,646741,13.0,17.0,0
1240,646738,17.0,15.0,0
1241,646729,16.0,15.0,0
1242,646726,15.0,15.0,1
1243,646710,16.0,18.0,0
1244,646701,17.0,15.0,0
1245,646697,17.0,15.0,0
1246,646688,17.0,15.0,0
1247,646680,15.0,15.0,1
1248,646673,14.0,16.0,0
1249,646662,14.0,20.0,1
1250,646652,15.0,18.0,0
1251,646645,15.0,18.0,0
1252,646617,13.0,17.0,0
1253,646577,13.0,15.0,0
1254,646574,14.0,18.0,1
1255,646573,15.0,15.0,0
1256,646570,14.0,18.0,0
1257,646558,15.0,18.0,1
1258,646552,13.0,20.0,0
1259,646546,16.0,15.0,1
1260,646545,17.0,15.0,0
1261,646544,16.0,15.0,1
1262,646534,14.0,18.0,1
1263,646522,14.0,16.0,1
1264,646508,15.0,15.0,1
1265,646504,14.0,14.0,1
1266,646501,13.0,15.0,0
1267,646491,15.0,15.0,1
1268,646462,16.0,15.0,0
1269,646456,16.0,15.0,1
1270,646453,15.0,18.0,1
1271,646451,15.0,17.0,0
1272,646449,14.0,13.0,0
1273,646448,12.0,18.0,0
1274,646447,15.0,15.0,0
1275,646433,14.0,15.0,0
1276,646432,14.0,18.0,0
1277,646426,17.0,15.0,0
1278,646413,14.0,17.0,1
1279,646412,15.0,17.0,1
1280,646398,17.0,15.0,0
1281,646388,15.0,18.0,1
1282,646370,14.0,16.0,0
1283,646366,17.0,16.0,1
1284,646363,13.0,16.0,0
1285,646360,14.0,17.0,1
1286,646355,13.0,15.0,1
1287,646337,15.0,20.0,1
1288,646335,14.0,15.0,0
1289,646334,15.0,17.0,1
1290,646330,15.0,15.0,1
1291,646329,12.0,16.0,0
1292,646320,15.0,20.0,1
1293,646308,16.0,15.0,1
1294,646302,16.0,15.0,1
1295,646285,11.0,15.0,0
1296,646279,15.0,15.0,1
1297,646276,10.0,15.0,0
1298,646266,14.0,15.0,0
1299,646253,14.0,20.0,1
1300,646241,14.0,16.0,1
1301,646238,15.0,18.0,0
1302,646231,15.0,16.0,0
1303,646227,15.0,15.0,0
1304,646207,14.0,18.0,1
1305,646199,14.0,15.0,1
1306,646191,14.0,13.0,1
1307,646189,14.0,15.0,1
1308,646182,14.0,16.0,1
1309,646181,13.0,15.0,0
1310,646170,13.0,15.0,1
1311,646086,15.0,18.0,1
1312,646078,17.0,15.0,0
1313,646076,16.0,17.0,1
1314,646068,14.0,19.0,1
1315,646014,14.0,15.0,0
1316,646010,16.0,15.0,0
1317,646003,14.0,18.0,0
1318,646001,15.0,19.0,1
1319,645967,14.0,14.0,0
1320,645960,16.0,18.0,0
1321,645948,14.0,14.0,0
1322,645946,13.0,18.0,0
1323,645937,15.0,15.0,0
1324,645927,14.0,18.0,1
1325,645914,13.0,14.0,0
1326,645889,14.0,18.0,1
1327,645887,15.0,19.0,1
1328,645883,14.0,15.0,0
1329,645875,14.0,17.0,1
1330,645843,12.0,17.0,0
1331,645840,13.0,18.0,1
1332,645825,15.0,20.0,1
1333,645818,16.0,17.0,0
1334,645814,15.0,13.0,0
1335,645810,15.0,15.0,1
1336,645806,14.0,18.0,0
1337,645802,12.0,18.0,0
1338,645791,10.0,18.0,0
1339,645790,14.0,18.0,1
1340,645785,14.0,20.0,1
1341,645773,15.0,17.0,1
1342,645763,15.0,18.0,1
1343,645760,15.0,15.0,1
1344,645755,15.0,15.0,1
1345,645735,16.0,18.0,1
1346,645725,17.0,15.0,0
1347,645714,16.0,15.0,1
1348,645713,17.0,15.0,0
1349,645710,14.0,18.0,0
1350,645703,14.0,16.0,1
1351,645699,14.0,17.0,0
1352,645690,14.0,15.0,1
1353,645671,13.0,15.0,0
1354,645668,14.0,15.0,1
1355,645664,14.0,15.0,1
1356,645662,14.0,14.0,0
1357,645659,14.0,17.0,0
1358,645657,15.0,15.0,1
1359,645640,15.0,17.0,1
1360,645636,15.0,15.0,1
1361,645629,13.0,16.0,0
1362,645612,15.0,15.0,0
1363,645610,,,0
1364,645601,16.0,15.0,1
1365,645596,14.0,15.0,1
1366,645563,17.0,15.0,0
1367,645545,16.0,17.0,0
1368,645538,15.0,20.0,1
1369,645530,14.0,15.0,1
1370,645524,15.0,15.0,1
1371,645523,15.0,15.0,1
1372,645517,14.0,15.0,0
1373,645515,14.0,16.0,0
1374,645512,13.0,16.0,1
1375,645495,13.0,17.0,0
1376,645491,14.0,15.0,0
1377,645483,14.0,18.0,1
1378,645481,17.0,15.0,0
1379,645472,14.0,18.0,1
1380,645458,14.0,13.0,1
1381,645457,15.0,15.0,1
1382,645447,13.0,16.0,0
1383,645441,15.0,15.0,1
1384,645431,13.0,17.0,0
1385,645422,17.0,15.0,0
1386,645398,15.0,15.0,1
1387,645392,15.0,15.0,1
1388,645388,,,1
1389,645386,14.0,15.0,0
1390,645385,14.0,18.0,1
1391,645381,12.0,17.0,0
1392,645378,10.0,13.0,0
1393,645377,14.0,15.0,1
1394,645372,13.0,18.0,0
1395,645370,14.0,20.0,1
1396,645355,15.0,18.0,1
1397,645352,15.0,15.0,1
1398,645350,15.0,18.0,1
1399,645342,14.0,17.0,0
1400,645335,14.0,17.0,0
1401,645333,,,1
1402,645330,12.0,15.0,0
1403,645324,15.0,18.0,1
1404,645315,15.0,18.0,1
1405,645308,14.0,18.0,1
1406,645305,14.0,20.0,1
1407,645294,14.0,15.0,1
1408,645292,11.0,18.0,1
1409,645291,10.0,16.0,0
1410,645285,14.0,15.0,0
1411,645276,13.0,16.0,1
1412,645274,17.0,15.0,0
1413,645271,13.0,18.0,0
1414,645265,13.0,18.0,0
1415,645252,14.0,18.0,0
1416,645243,15.0,17.0,1
1417,645241,14.0,15.0,0
1418,645226,13.0,18.0,0
1419,645218,15.0,18.0,1
1420,645215,17.0,15.0,0
1421,645200,15.0,15.0,1
1422,645184,14.0,18.0,0
1423,645176,13.0,16.0,1
1424,645173,14.0,18.0,1
1425,645172,14.0,18.0,1
1426,645169,14.0,15.0,0
1427,645155,15.0,15.0,0
1428,645154,14.0,15.0,0
1429,645149,14.0,16.0,0
1430,645148,13.0,18.0,0
1431,645140,15.0,15.0,0
1432,645131,15.0,13.0,1
1433,645128,14.0,18.0,1
1434,645114,13.0,18.0,0
1435,645110,13.0,17.0,0
1436,645099,14.0,19.0,1
1437,645089,15.0,19.0,1
1438,645067,13.0,18.0,0
1439,645057,16.0,17.0,1
1440,645051,13.0,14.0,0
1441,645035,14.0,15.0,0
1442,645026,13.0,17.0,1
1443,645024,13.0,15.0,0
1444,645009,15.0,20.0,1
1445,644990,14.0,17.0,0
1446,644988,15.0,19.0,1
1447,644985,15.0,20.0,1
1448,644961,13.0,18.0,0
1449,644954,16.0,17.0,0
1450,644953,14.0,16.0,1
1451,644924,14.0,18.0,0
1452,644912,15.0,16.0,0
1453,644911,14.0,16.0,0
1454,644906,13.0,17.0,1
1455,644905,14.0,18.0,0
1456,644900,13.0,20.0,1
1457,644895,14.0,15.0,0
1458,644885,15.0,20.0,1
1459,644881,13.0,15.0,0
1460,644880,14.0,15.0,1
1461,644871,14.0,15.0,0
1462,644862,12.0,18.0,0
1463,644861,14.0,15.0,0
1464,644821,14.0,18.0,0
1465,644816,14.0,18.0,0
1466,644763,10.0,17.0,0
1467,644758,15.0,14.0,1
1468,644750,15.0,16.0,1
1469,644724,14.0,18.0,1
1470,644723,15.0,14.0,1
1471,644717,15.0,16.0,0
1472,644710,13.0,18.0,0
1473,644706,14.0,14.0,1
1474,644703,13.0,15.0,0
1475,644702,14.0,13.0,1
1476,644691,13.0,18.0,0
1477,644680,14.0,15.0,0
1478,644671,14.0,18.0,0
1479,644665,15.0,20.0,1
1480,644658,13.0,15.0,0
1481,644642,14.0,17.0,1
1482,644641,11.0,18.0,0
1483,644640,17.0,15.0,0
1484,644624,13.0,17.0,0
1485,644599,14.0,16.0,0
1486,644594,16.0,15.0,0
1487,644576,12.0,16.0,0
1488,644524,15.0,20.0,1
1489,644512,15.0,16.0,0
1490,644500,13.0,19.0,1
1491,644481,15.0,15.0,0
1492,644477,14.0,18.0,0
1493,644466,13.0,12.0,0
1494,644453,12.0,14.0,0
1495,644450,13.0,15.0,0
1496,644414,13.0,16.0,0
1497,644410,13.0,16.0,0
1498,644390,14.0,11.0,0
1499,644388,15.0,18.0,0
1500,644380,14.0,16.0,1
1501,644343,14.0,16.0,0
1502,644295,14.0,18.0,1
1503,644290,17.0,15.0,0
1504,644288,14.0,18.0,0
1505,644286,14.0,18.0,0
1506,644282,12.0,15.0,1
1507,644264,13.0,18.0,0
1508,644261,14.0,18.0,0
1509,644257,15.0,20.0,1
1510,644249,14.0,18.0,1
1511,644247,15.0,17.0,1
1512,644246,14.0,17.0,1
1513,644225,,,0
1514,644223,15.0,15.0,0
1515,644222,13.0,15.0,0
1516,644221,13.0,15.0,0
1517,644211,16.0,16.0,1
1518,644197,13.0,20.0,1
1519,644186,14.0,18.0,0
1520,644182,14.0,18.0,0
1521,644181,12.0,17.0,1
1522,644174,11.0,17.0,1
1523,644173,13.0,12.0,0
1524,644160,13.0,14.0,0
1525,644144,12.0,18.0,0
1526,644143,11.0,15.0,0
1527,644137,15.0,20.0,1
1528,644130,14.0,18.0,1
1529,644129,14.0,18.0,1
1530,644125,14.0,17.0,0
1531,644122,15.0,16.0,0
1532,644118,15.0,14.0,0
1533,644117,15.0,16.0,0
1534,644111,13.0,15.0,0
1535,644087,15.0,20.0,1
1536,644080,15.0,15.0,1
1537,644076,14.0,17.0,1
1538,644069,15.0,14.0,0
1539,644068,14.0,18.0,1
1540,644065,14.0,19.0,1
1541,644064,14.0,15.0,0
1542,644042,15.0,16.0,1
1543,644036,13.0,15.0,0
1544,644029,13.0,18.0,0
1545,644023,15.0,15.0,0
1546,644013,15.0,18.0,1
1547,644006,15.0,15.0,0
1548,644000,14.0,17.0,1
1549,643998,15.0,14.0,1
1550,643986,15.0,20.0,1
1551,643980,14.0,16.0,0
1552,643977,14.0,13.0,1
1553,643976,14.0,18.0,1
1554,643974,12.0,15.0,0
1555,643963,12.0,15.0,0
1556,643951,13.0,18.0,0
1557,643946,15.0,16.0,1
1558,643945,15.0,16.0,1
1559,643938,13.0,20.0,1
1560,643937,14.0,16.0,1
1561,643936,15.0,19.0,1
1562,643930,13.0,15.0,1
1563,643923,15.0,19.0,1
1564,643918,15.0,19.0,1
1565,643917,15.0,19.0,1
1566,643916,16.0,20.0,1
1567,643902,15.0,19.0,1
1568,643901,15.0,18.0,1
1569,643899,14.0,16.0,1
1570,643897,15.0,19.0,1
1571,643891,15.0,15.0,1
1572,643889,15.0,19.0,1
1573,643884,15.0,19.0,1
1574,643871,14.0,19.0,1
1575,643848,15.0,19.0,1
1576,643845,12.0,15.0,0
1577,643838,14.0,19.0,1
1578,643832,15.0,19.0,1
1579,643831,13.0,18.0,0
1580,643826,14.0,18.0,0
1581,643819,14.0,16.0,1
1582,643814,15.0,14.0,0
1583,643810,13.0,15.0,0
1584,643807,14.0,15.0,0
1585,643801,15.0,17.0,1
1586,643795,15.0,15.0,1
1587,643788,13.0,15.0,0
1588,643789,14.0,15.0,1
1589,643787,15.0,16.0,1
1590,643778,15.0,15.0,0
1591,643772,15.0,15.0,1
1592,643766,13.0,18.0,0
1593,643746,12.0,18.0,0
1594,643712,15.0,20.0,1
1595,643701,15.0,17.0,1
1596,643643,12.0,18.0,0
1597,643637,15.0,14.0,1
1598,643634,11.0,17.0,0
1599,643628,12.0,17.0,0
1600,643623,13.0,18.0,0
1601,643602,15.0,17.0,0
1602,643593,13.0,15.0,0
1603,643583,15.0,16.0,1
1604,643548,14.0,15.0,0
1605,643546,16.0,18.0,1
1606,643545,14.0,15.0,0
1607,643534,16.0,14.0,0
1608,643524,14.0,15.0,0
1609,643517,15.0,18.0,1
1610,643508,14.0,17.0,0
1611,643505,14.0,17.0,1
1612,643496,15.0,18.0,1
1613,643477,13.0,17.0,0
1614,643467,14.0,15.0,1
1615,643461,15.0,15.0,1
1616,643459,12.0,16.0,0
1617,643443,16.0,15.0,1
1618,643401,11.0,15.0,0
1619,643386,16.0,15.0,1
1620,643384,12.0,18.0,0
1621,643360,16.0,15.0,0
1622,643356,12.0,15.0,0
1623,643343,13.0,18.0,0
1624,643342,17.0,15.0,0
1625,643324,15.0,15.0,1
1626,643320,14.0,16.0,0
1627,643304,10.0,15.0,0
1628,643299,15.0,15.0,1
1629,643296,14.0,15.0,0
1630,643292,15.0,17.0,1
1631,643289,15.0,19.0,1
1632,643287,14.0,15.0,0
1633,643272,14.0,11.0,0
1634,643273,13.0,15.0,0
1635,643274,14.0,14.0,0
1636,643275,11.0,12.0,0
1637,643276,14.0,16.0,1
1638,643277,15.0,15.0,1
1639,643278,13.0,12.0,0
1640,643279,13.0,14.0,0
1641,643280,13.0,13.0,0
1642,643281,15.0,16.0,1
1643,643282,14.0,16.0,1
1644,643283,15.0,15.0,1
1645,643268,15.0,15.0,0
1646,643263,15.0,15.0,1
1647,643247,14.0,16.0,1
1648,643233,14.0,15.0,1
1649,643228,15.0,18.0,1
1650,643227,15.0,15.0,0
1651,643219,14.0,18.0,1
1652,643215,15.0,15.0,1
1653,643208,17.0,15.0,0
1654,643201,14.0,17.0,0
1655,643198,15.0,15.0,1
1656,643191,14.0,13.0,0
1657,643173,17.0,15.0,0
1658,643170,15.0,14.0,0
1659,643169,14.0,15.0,0
1660,643163,11.0,17.0,0
1661,643158,12.0,17.0,0
1662,643157,14.0,16.0,0
1663,643151,15.0,15.0,1
1664,643149,13.0,18.0,0
1665,643127,17.0,15.0,0
1666,643106,16.0,15.0,1
1667,643101,15.0,17.0,1
1668,643090,14.0,16.0,0
1669,643088,13.0,17.0,0
1670,643078,13.0,18.0,0
1671,643072,14.0,15.0,0
1672,643065,15.0,15.0,0
1673,643058,14.0,18.0,0
1674,643054,14.0,17.0,0
1675,643053,15.0,18.0,1
1676,643051,14.0,20.0,1
1677,643040,14.0,16.0,0
1678,643038,14.0,12.0,1
1679,643032,15.0,15.0,0
1680,643001,14.0,15.0,0
1681,642991,15.0,15.0,0
1682,642990,14.0,20.0,1
1683,642987,15.0,17.0,1
1684,642986,14.0,18.0,0
1685,642972,14.0,15.0,0
1686,642969,14.0,18.0,0
1687,642967,14.0,15.0,0
1688,642963,14.0,15.0,0
1689,642954,17.0,15.0,0
1690,642951,17.0,15.0,0
1691,642941,13.0,17.0,0
1692,642937,16.0,15.0,0
1693,642933,14.0,15.0,1
1694,642914,14.0,15.0,0
1695,642907,14.0,15.0,0
1696,642895,15.0,18.0,1
1697,642886,14.0,15.0,0
1698,642881,13.0,20.0,1
1699,642875,14.0,15.0,0
1700,642856,15.0,18.0,1
1701,642855,13.0,18.0,0
1702,642846,14.0,18.0,0
1703,642841,13.0,15.0,0
1704,642834,15.0,14.0,1
1705,642832,14.0,16.0,0
1706,642813,13.0,19.0,0
1707,642806,17.0,15.0,0
1708,642802,14.0,14.0,0
1709,642801,14.0,17.0,1
1710,642798,14.0,18.0,1
1711,642796,11.0,18.0,0
1712,642791,14.0,14.0,0
1713,642785,14.0,18.0,0
1714,642784,15.0,13.0,1
1715,642781,14.0,15.0,0
1716,642764,14.0,15.0,1
1717,642741,14.0,15.0,0
1718,642724,11.0,14.0,0
1719,642719,10.0,14.0,0
1720,642640,15.0,16.0,1
1721,642635,15.0,19.0,1
1722,642628,14.0,17.0,1
1723,642612,15.0,13.0,1
1724,642590,14.0,18.0,0
1725,642574,13.0,18.0,0
1726,642553,13.0,18.0,0
1727,642544,17.0,15.0,0
1728,642543,14.0,14.0,1
1729,642531,15.0,17.0,1
1730,642522,15.0,20.0,1
1731,642510,13.0,17.0,1
1732,642495,13.0,15.0,0
1733,642490,14.0,18.0,0
1734,642477,14.0,16.0,0
1735,642470,14.0,16.0,0
1736,642466,11.0,15.0,0
1737,642456,14.0,14.0,1
1738,642455,14.0,18.0,0
1739,642452,14.0,16.0,1
1740,642443,13.0,18.0,0
1741,642439,15.0,16.0,0
1742,642435,15.0,16.0,0
1743,642430,13.0,16.0,0
1744,642410,15.0,13.0,1
1745,642403,15.0,12.0,1
1746,642394,15.0,16.0,1
1747,642384,15.0,16.0,1
1748,642361,15.0,18.0,1
1749,642356,15.0,18.0,0
1750,642352,14.0,18.0,0
1751,642343,14.0,15.0,0
1752,642333,15.0,15.0,1
1753,642307,14.0,17.0,1
1754,642303,14.0,15.0,1
1755,642295,14.0,17.0,0
1756,642278,14.0,17.0,0
1757,642256,14.0,16.0,0
1758,642248,14.0,17.0,1
1759,642242,17.0,15.0,0
1760,642228,14.0,15.0,0
1761,642222,15.0,13.0,1
1762,642218,13.0,18.0,0
1763,642217,15.0,15.0,0
1764,642213,15.0,15.0,1
1765,642205,15.0,15.0,1
1766,642204,14.0,19.0,1
1767,642202,14.0,17.0,1
1768,642182,15.0,15.0,0
1769,642180,13.0,15.0,0
1770,642177,14.0,17.0,1
1771,642169,13.0,15.0,1
1772,642165,14.0,14.0,0
1773,642146,16.0,15.0,1
1774,642145,15.0,16.0,1
1775,642140,17.0,15.0,0
1776,642128,13.0,18.0,0
1777,642126,14.0,15.0,0
1778,642120,13.0,16.0,0
1779,642099,16.0,17.0,1
1780,642098,15.0,17.0,1
1781,642090,14.0,15.0,0
1782,642089,11.0,15.0,0
1783,642088,15.0,19.0,1
1784,642081,16.0,15.0,0
1785,642070,12.0,15.0,0
1786,642069,15.0,15.0,1
1787,642061,14.0,17.0,0
1788,642056,15.0,20.0,1
1789,642054,13.0,15.0,0
1790,642052,14.0,18.0,0
1791,642049,13.0,17.0,0
1792,642046,14.0,18.0,0
1793,642032,14.0,17.0,0
1794,642028,13.0,15.0,0
1795,642018,14.0,18.0,0
1796,642012,17.0,15.0,0
1797,641985,14.0,18.0,0
1798,641984,15.0,15.0,0
1799,641976,14.0,18.0,0
1800,641959,15.0,19.0,1
1801,641958,14.0,17.0,0
1802,641957,17.0,15.0,0
1803,641955,16.0,19.0,1
1804,641946,14.0,19.0,1
1805,641940,14.0,18.0,1
1806,641934,14.0,15.0,0
1807,641925,16.0,15.0,0
1808,641916,14.0,15.0,0
1809,641909,14.0,18.0,1
