,lead_number,origin,source,no_email,converted,visits,visit_time,visit_pages,last_activity,country,specialization,hear_about,occupation,matters_most,search,recommendations,quality,profile,city,activity_index,profile_index,mti_copy,last_notable
139,659132,Landing Page Submission,Referral Sites,0,0,7.0,41,3.5,Email Opened,India,Services Excellence,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,1,1,Email Opened
140,659123,Landing Page Submission,Google,0,0,5.0,386,5.0,Email Opened,India,Business Administration,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,Modified
141,659117,API,Referral Sites,0,0,6.0,216,2.0,Page Visited on Website,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,1,0,Page Visited on Website
142,659106,Landing Page Submission,Google,0,1,5.0,1603,5.0,Email Opened,India,Operations Management,Online Search,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,Email Opened
143,659094,Landing Page Submission,Google,0,0,7.0,106,3.5,Page Visited on Website,India,Unknown,Multiple Sources,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,1,0,Modified
144,659079,API,Google,0,0,2.0,73,2.0,Unreachable,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,1,2,0,Modified
145,659076,API,Google,0,0,2.0,77,2.0,Converted to Lead,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
146,659074,Landing Page Submission,Direct Traffic,0,0,3.0,718,3.0,Unreachable,India,Hospitality Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,1,1,Modified
147,659069,Landing Page Submission,Google,0,0,5.0,432,1.67,Olark Chat Conversation,India,Marketing Management,Word Of Mouth,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,Olark Chat Conversation
148,659057,Landing Page Submission,Google,0,0,5.0,232,2.5,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,0,0,Might be,Other Leads,Other Cities,2,2,0,Email Opened
149,659050,Landing Page Submission,Direct Traffic,0,0,2.0,702,2.0,Email Opened,India,Hospitality Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,1,1,Email Opened
150,659038,Landing Page Submission,Organic Search,0,1,5.0,614,5.0,Unreachable,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,2,3,1,Unreachable
151,659036,Landing Page Submission,Direct Traffic,0,1,1.0,1808,1.0,Converted to Lead,India,IT Projects Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,1,1,Modified
152,659016,Landing Page Submission,Direct Traffic,1,0,2.0,234,1.0,Email Bounced,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,3,1,Modified
153,659013,Landing Page Submission,Direct Traffic,0,0,3.0,245,3.0,Unreachable,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Thane & Outskirts,2,2,1,Modified
154,658983,Landing Page Submission,Organic Search,0,1,8.0,1268,4.0,Email Opened,India,Operations Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,3,3,1,Email Opened
155,658976,Landing Page Submission,Google,0,0,2.0,56,2.0,Email Bounced,India,Unknown,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,1,2,0,Modified
156,658932,API,Referral Sites,0,0,4.0,174,2.0,Email Link Clicked,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,1,0,Modified
157,658917,Landing Page Submission,Direct Traffic,0,0,4.0,1149,2.0,Email Opened,India,Unknown,Word Of Mouth,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,3,0,Email Opened
158,658888,Landing Page Submission,Direct Traffic,0,0,2.0,333,2.0,Email Opened,India,E-COMMERCE,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,1,1,Email Opened
159,658856,API,Organic Search,0,0,7.0,471,2.33,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
160,658852,Landing Page Submission,Direct Traffic,0,1,3.0,1010,3.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Metro Cities,2,2,1,Email Opened
161,658831,API,Olark Chat,0,1,10.0,1815,3.33,Had a Phone Conversation,India,Operations Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Other Cities of Maharashtra,2,2,1,Had a Phone Conversation
162,658828,Landing Page Submission,Direct Traffic,0,0,2.0,47,2.0,Email Link Clicked,India,Business Administration,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,2,1,Email Link Clicked
163,658826,Landing Page Submission,Direct Traffic,0,1,3.0,1528,1.5,Email Opened,India,Operations Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities,2,2,1,Modified
164,658793,Landing Page Submission,Google,0,1,6.0,919,6.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,Email Opened
165,658779,API,Organic Search,0,0,10.0,194,5.0,Email Link Clicked,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,0,Modified
166,658773,API,Organic Search,0,0,1.0,1173,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
167,658766,API,Google,0,0,2.0,351,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Unknown,2,2,0,Email Opened
168,658756,Landing Page Submission,Referral Sites,0,0,12.0,493,9.0,Email Link Clicked,India,Marketing Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,3,2,1,Email Link Clicked
169,658744,Landing Page Submission,Direct Traffic,0,0,3.0,381,1.5,Page Visited on Website,India,Operations Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Thane & Outskirts,2,2,1,Page Visited on Website
170,658714,API,Referral Sites,0,0,2.0,1944,2.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,1,0,Email Opened
171,658689,Landing Page Submission,Google,0,0,5.0,65,5.0,Unreachable,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Thane & Outskirts,2,2,0,Modified
172,658686,API,Organic Search,0,0,7.0,1334,7.0,Email Opened,India,Business Administration,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,Modified
173,658677,API,Google,0,0,7.0,615,7.0,Form Submitted on Website,India,"Banking, Investment And Insurance",Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,Modified
174,658675,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Working Professional,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,0,Email Opened
175,658656,API,Google,0,0,1.0,250,1.0,Email Bounced,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
176,658652,Landing Page Submission,Direct Traffic,0,0,2.0,383,2.0,Email Link Clicked,India,Business Administration,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,Email Link Clicked
177,658648,Lead Add Form,Welingak Website,0,1,0.0,1240,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,0,Modified
178,658634,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,"Banking, Investment And Insurance",Unknown,Working Professional,Better Career Prospects,0,0,Might be,Potential Lead,Unknown,2,3,0,Email Opened
179,658627,Lead Add Form,Welingak Website,0,1,0.0,458,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
180,658623,Lead Add Form,Welingak Website,0,1,0.0,1060,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
181,658620,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
182,658618,API,Referral Sites,0,0,4.0,904,4.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,1,0,Modified
183,658612,API,Google,0,0,1.0,164,1.0,Converted to Lead,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
184,658606,API,Google,0,0,2.0,1793,2.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,1,2,0,Modified
185,658597,API,Organic Search,0,0,5.0,1841,5.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
186,658571,API,Organic Search,0,1,8.0,877,2.67,Email Link Clicked,India,"Banking, Investment And Insurance",Unknown,Unemployed,Better Career Prospects,0,0,Might be,Potential Lead,Unknown,2,2,0,Email Link Clicked
187,658561,Lead Add Form,Reference,0,1,0.0,0,0.0,Unreachable,Unknown,Retail Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,Modified
188,658546,Landing Page Submission,Organic Search,0,1,12.0,1411,6.0,Email Opened,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities,3,2,1,Email Opened
189,658531,API,Organic Search,0,1,6.0,385,6.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,2,2,0,Modified
190,658527,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
191,658481,API,Google,0,0,12.0,68,1.71,Page Visited on Website,India,Media and Advertising,Word Of Mouth,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,3,2,0,Modified
192,658470,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
193,658458,Landing Page Submission,Google,0,0,3.0,192,3.0,Email Opened,India,International Business,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,Email Opened
194,658448,Landing Page Submission,Google,0,0,5.0,309,5.0,Olark Chat Conversation,India,Finance Management,Word Of Mouth,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,Modified
195,658432,Lead Add Form,Reference,0,1,0.0,785,0.0,Approached upfront,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Unknown,2,2,0,Modified
196,658430,API,Organic Search,0,0,4.0,342,4.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
197,658421,API,Google,0,0,2.0,78,1.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
198,658407,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
199,658405,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
200,658398,API,Organic Search,0,1,5.0,1234,1.67,Email Opened,India,International Business,Unknown,Student,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,3,2,0,Email Opened
201,658353,API,Organic Search,0,0,8.0,14,8.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Unknown,Unknown,2,2,0,Modified
202,658323,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
203,658322,API,Referral Sites,0,0,4.0,77,4.0,Unreachable,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,1,1,0,Modified
204,658321,API,Referral Sites,0,1,3.0,1299,3.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,1,0,Modified
205,658309,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Other Cities of Maharashtra,2,3,0,Email Opened
206,658299,API,Referral Sites,0,0,2.0,457,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,1,0,Modified
207,658288,API,Organic Search,0,0,5.0,358,5.0,Page Visited on Website,United Arab Emirates,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,Modified
208,658281,Landing Page Submission,Direct Traffic,0,0,3.0,481,3.0,Email Link Clicked,India,"Banking, Investment And Insurance",Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,1,Email Link Clicked
209,658278,API,Direct Traffic,0,0,2.0,205,2.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,1,2,0,Modified
210,658277,Landing Page Submission,Direct Traffic,0,1,1.0,1106,1.0,Converted to Lead,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities,2,2,1,Modified
211,658264,Landing Page Submission,Direct Traffic,0,1,9.0,1953,1.8,Email Opened,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Thane & Outskirts,2,2,0,Modified
212,658258,Lead Add Form,Reference,0,1,0.0,1070,0.0,Unknown,Unknown,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Other Cities,2,3,0,Modified
213,658243,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Unknown,2,2,0,Email Opened
214,658234,Landing Page Submission,Google,0,0,5.0,207,2.5,Form Submitted on Website,India,Finance Management,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,1,3,0,Modified
215,658231,Landing Page Submission,Direct Traffic,0,1,2.0,1587,2.0,Email Opened,India,E-COMMERCE,Multiple Sources,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities,2,1,0,Email Opened
216,658222,Landing Page Submission,Direct Traffic,0,1,2.0,1509,2.0,Email Opened,India,E-Business,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Unknown,Mumbai,1,3,1,Modified
217,658220,API,Organic Search,0,0,4.0,331,4.0,Unreachable,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Unknown,1,2,0,Modified
218,658206,Landing Page Submission,Direct Traffic,0,0,4.0,187,4.0,Email Link Clicked,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,3,1,Modified
219,658203,API,Organic Search,0,1,3.0,1407,1.5,Converted to Lead,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Unknown,2,2,0,Modified
220,658193,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Working Professional,Better Career Prospects,0,0,High in Relevance,Lateral Student,Unknown,2,3,0,Modified
221,658188,Landing Page Submission,Google,0,0,1.0,123,1.0,Converted to Lead,India,Unknown,Email,Unemployed,Better Career Prospects,0,0,Might be,Other Leads,Other Cities,2,1,0,Modified
222,658178,API,Organic Search,0,0,1.0,100,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
223,658142,Landing Page Submission,Direct Traffic,0,1,9.0,1164,4.5,Email Opened,India,Healthcare Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,3,2,1,Email Opened
224,658107,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
225,658089,Landing Page Submission,Direct Traffic,0,1,1.0,1362,1.0,Unreachable,India,Rural and Agribusiness,Online Search,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities of Maharashtra,2,1,0,Modified
226,658081,API,Direct Traffic,0,0,7.0,1051,3.5,Olark Chat Conversation,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
227,658071,Landing Page Submission,Google,0,0,2.0,1816,2.0,Converted to Lead,India,Unknown,Word Of Mouth,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,Modified
228,658070,Landing Page Submission,Direct Traffic,0,0,7.0,74,2.33,Unreachable,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,3,0,Modified
229,658063,API,Organic Search,0,0,13.0,54,6.5,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,Email Opened
230,658048,Landing Page Submission,Direct Traffic,0,1,3.0,1183,3.0,Email Opened,India,Finance Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,Email Opened
231,658029,Landing Page Submission,Direct Traffic,0,0,3.0,66,3.0,Email Opened,India,IT Projects Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Other Leads,Thane & Outskirts,2,1,1,Email Opened
232,658023,API,Olark Chat,0,0,3.0,1122,1.5,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
233,658017,Landing Page Submission,Organic Search,0,0,6.0,135,6.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,3,1,Email Opened
234,658011,Landing Page Submission,Direct Traffic,0,0,9.0,307,1.8,Olark Chat Conversation,India,E-Business,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,Modified
235,657995,Landing Page Submission,Organic Search,0,0,12.0,28,6.0,Email Opened,India,International Business,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities,2,2,1,Email Opened
236,657990,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
237,657971,Landing Page Submission,Google,0,0,5.0,306,5.0,Page Visited on Website,India,Unknown,Student of SomeSchool,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,1,0,Modified
238,657968,Landing Page Submission,Direct Traffic,0,1,7.0,116,7.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Unknown,Mumbai,2,3,1,Email Opened
239,657951,Landing Page Submission,Direct Traffic,0,0,2.0,1054,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,3,1,Email Opened
240,657941,API,Organic Search,0,1,3.0,195,3.0,Converted to Lead,India,Operations Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Unknown,2,2,0,Modified
241,657920,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
242,657905,Landing Page Submission,Google,0,1,3.0,732,3.0,Email Opened,India,Operations Management,Online Search,Working Professional,Better Career Prospects,0,0,Might be,Unknown,Thane & Outskirts,2,2,0,Email Opened
243,657902,API,Olark Chat,0,0,7.0,1130,2.33,Page Visited on Website,United States,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,1,Modified
