,lead_number,origin,source,no_email,converted,visits,visit_time,visit_pages,last_activity,country,specialization,hear_about,occupation,search,recommendations,quality,profile,city,activity_index,profile_index,mti_copy,modified
158,658888,Landing Page Submission,Direct Traffic,0,0,2.0,333,2.0,Email Opened,India,E-COMMERCE,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,1,1,0
159,658856,API,Organic Search,0,0,7.0,471,2.33,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
160,658852,Landing Page Submission,Direct Traffic,0,1,3.0,1010,3.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,0,0,Might be,Unknown,Other Metro Cities,2,2,1,0
161,658831,API,Olark Chat,0,1,10.0,1815,3.33,Had a Phone Conversation,India,Operations Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Other Cities of Maharashtra,2,2,1,0
162,658828,Landing Page Submission,Direct Traffic,0,0,2.0,47,2.0,Email Link Clicked,India,Business Administration,Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities,2,2,1,0
163,658826,Landing Page Submission,Direct Traffic,0,1,3.0,1528,1.5,Email Opened,India,Operations Management,Unknown,Unemployed,0,0,Might be,Unknown,Other Cities,2,2,1,1
164,658793,Landing Page Submission,Google,0,1,6.0,919,6.0,Email Opened,India,Finance Management,Online Search,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,0
165,658779,API,Organic Search,0,0,10.0,194,5.0,Email Link Clicked,India,Media and Advertising,Online Search,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,0,1
166,658773,API,Organic Search,0,0,1.0,1173,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
167,658766,API,Google,0,0,2.0,351,2.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
168,658756,Landing Page Submission,Referral Sites,0,0,12.0,493,9.0,Email Link Clicked,India,Marketing Management,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,3,2,1,0
169,658744,Landing Page Submission,Direct Traffic,0,0,3.0,381,1.5,Page Visited on Website,India,Operations Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Thane & Outskirts,2,2,1,0
170,658714,API,Referral Sites,0,0,2.0,1944,2.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,1,0,0
171,658689,Landing Page Submission,Google,0,0,5.0,65,5.0,Unreachable,India,Human Resource Management,Online Search,Unemployed,0,0,Might be,Unknown,Thane & Outskirts,2,2,0,1
172,658686,API,Organic Search,0,0,7.0,1334,7.0,Email Opened,India,Business Administration,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
173,658677,API,Google,0,0,7.0,615,7.0,Form Submitted on Website,India,"Banking, Investment And Insurance",Online Search,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,1
174,658675,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Working Professional,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,0,0
175,658656,API,Google,0,0,1.0,250,1.0,Email Bounced,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
176,658652,Landing Page Submission,Direct Traffic,0,0,2.0,383,2.0,Email Link Clicked,India,Business Administration,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,0
177,658648,Lead Add Form,Welingak Website,0,1,0.0,1240,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,0,1
178,658634,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,"Banking, Investment And Insurance",Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,3,0,0
179,658627,Lead Add Form,Welingak Website,0,1,0.0,458,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
180,658623,Lead Add Form,Welingak Website,0,1,0.0,1060,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
181,658620,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
182,658618,API,Referral Sites,0,0,4.0,904,4.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,3,1,0,1
183,658612,API,Google,0,0,1.0,164,1.0,Converted to Lead,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
184,658606,API,Google,0,0,2.0,1793,2.0,Converted to Lead,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,1,2,0,1
185,658597,API,Organic Search,0,0,5.0,1841,5.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
186,658571,API,Organic Search,0,1,8.0,877,2.67,Email Link Clicked,India,"Banking, Investment And Insurance",Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,2,0,0
187,658561,Lead Add Form,Reference,0,1,0.0,0,0.0,Unreachable,Unknown,Retail Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,1
188,658546,Landing Page Submission,Organic Search,0,1,12.0,1411,6.0,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,Might be,Unknown,Other Cities,3,2,1,0
189,658531,API,Organic Search,0,1,6.0,385,6.0,Converted to Lead,India,Unknown,Unknown,Unemployed,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,2,2,0,1
190,658527,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
191,658481,API,Google,0,0,12.0,68,1.71,Page Visited on Website,India,Media and Advertising,Word Of Mouth,Unknown,0,0,Unknown,Unknown,Mumbai,3,2,0,1
192,658470,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
193,658458,Landing Page Submission,Google,0,0,3.0,192,3.0,Email Opened,India,International Business,Online Search,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,0
194,658448,Landing Page Submission,Google,0,0,5.0,309,5.0,Olark Chat Conversation,India,Finance Management,Word Of Mouth,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,1
195,658432,Lead Add Form,Reference,0,1,0.0,785,0.0,Approached upfront,Unknown,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
196,658430,API,Organic Search,0,0,4.0,342,4.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
197,658421,API,Google,0,0,2.0,78,1.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
198,658407,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
199,658405,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
200,658398,API,Organic Search,0,1,5.0,1234,1.67,Email Opened,India,International Business,Unknown,Student,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,3,2,0,0
201,658353,API,Organic Search,0,0,8.0,14,8.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,0,0,Worst,Unknown,Unknown,2,2,0,1
202,658323,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
203,658322,API,Referral Sites,0,0,4.0,77,4.0,Unreachable,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,1,1,0,1
204,658321,API,Referral Sites,0,1,3.0,1299,3.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,3,1,0,1
205,658309,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Other Cities of Maharashtra,2,3,0,0
206,658299,API,Referral Sites,0,0,2.0,457,2.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,1,0,1
207,658288,API,Organic Search,0,0,5.0,358,5.0,Page Visited on Website,United Arab Emirates,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,2,2,0,1
208,658281,Landing Page Submission,Direct Traffic,0,0,3.0,481,3.0,Email Link Clicked,India,"Banking, Investment And Insurance",Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,1,0
209,658278,API,Direct Traffic,0,0,2.0,205,2.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,1,2,0,1
210,658277,Landing Page Submission,Direct Traffic,0,1,1.0,1106,1.0,Converted to Lead,India,Finance Management,Unknown,Unemployed,0,0,Might be,Unknown,Other Cities,2,2,1,1
211,658264,Landing Page Submission,Direct Traffic,0,1,9.0,1953,1.8,Email Opened,India,Supply Chain Management,Online Search,Unemployed,0,0,Might be,Unknown,Thane & Outskirts,2,2,0,1
212,658258,Lead Add Form,Reference,0,1,0.0,1070,0.0,Unknown,Unknown,Marketing Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Other Cities,2,3,0,1
213,658243,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
214,658234,Landing Page Submission,Google,0,0,5.0,207,2.5,Form Submitted on Website,India,Finance Management,Online Search,Unknown,0,0,Unknown,Unknown,Mumbai,1,3,0,1
215,658231,Landing Page Submission,Direct Traffic,0,1,2.0,1587,2.0,Email Opened,India,E-COMMERCE,Multiple Sources,Unemployed,0,0,Might be,Unknown,Other Cities,2,1,0,0
216,658222,Landing Page Submission,Direct Traffic,0,1,2.0,1509,2.0,Email Opened,India,E-Business,Unknown,Unemployed,0,0,Worst,Unknown,Mumbai,1,3,1,1
217,658220,API,Organic Search,0,0,4.0,331,4.0,Unreachable,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,1,2,0,1
218,658206,Landing Page Submission,Direct Traffic,0,0,4.0,187,4.0,Email Link Clicked,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,1,1
219,658203,API,Organic Search,0,1,3.0,1407,1.5,Converted to Lead,India,Human Resource Management,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
220,658193,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Working Professional,0,0,High in Relevance,Lateral Student,Unknown,2,3,0,1
221,658188,Landing Page Submission,Google,0,0,1.0,123,1.0,Converted to Lead,India,Unknown,Email,Unemployed,0,0,Might be,Other Leads,Other Cities,2,1,0,1
222,658178,API,Organic Search,0,0,1.0,100,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
223,658142,Landing Page Submission,Direct Traffic,0,1,9.0,1164,4.5,Email Opened,India,Healthcare Management,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,3,2,1,0
224,658107,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
225,658089,Landing Page Submission,Direct Traffic,0,1,1.0,1362,1.0,Unreachable,India,Rural and Agribusiness,Online Search,Unemployed,0,0,Might be,Unknown,Other Cities of Maharashtra,2,1,0,1
226,658081,API,Direct Traffic,0,0,7.0,1051,3.5,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
227,658071,Landing Page Submission,Google,0,0,2.0,1816,2.0,Converted to Lead,India,Unknown,Word Of Mouth,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,1
228,658070,Landing Page Submission,Direct Traffic,0,0,7.0,74,2.33,Unreachable,India,Finance Management,Multiple Sources,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,3,0,1
229,658063,API,Organic Search,0,0,13.0,54,6.5,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,2,2,0,0
230,658048,Landing Page Submission,Direct Traffic,0,1,3.0,1183,3.0,Email Opened,India,Finance Management,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,0
231,658029,Landing Page Submission,Direct Traffic,0,0,3.0,66,3.0,Email Opened,India,IT Projects Management,Unknown,Unemployed,0,0,Not Sure,Other Leads,Thane & Outskirts,2,1,1,0
232,658023,API,Olark Chat,0,0,3.0,1122,1.5,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
233,658017,Landing Page Submission,Organic Search,0,0,6.0,135,6.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,2,3,1,0
234,658011,Landing Page Submission,Direct Traffic,0,0,9.0,307,1.8,Olark Chat Conversation,India,E-Business,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,1
235,657995,Landing Page Submission,Organic Search,0,0,12.0,28,6.0,Email Opened,India,International Business,Unknown,Unemployed,0,0,Might be,Unknown,Other Cities,2,2,1,0
236,657990,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
237,657971,Landing Page Submission,Google,0,0,5.0,306,5.0,Page Visited on Website,India,Unknown,Student of SomeSchool,Unknown,0,0,Unknown,Unknown,Other Cities,2,1,0,1
238,657968,Landing Page Submission,Direct Traffic,0,1,7.0,116,7.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Low in Relevance,Unknown,Mumbai,2,3,1,0
239,657951,Landing Page Submission,Direct Traffic,0,0,2.0,1054,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,3,1,0
240,657941,API,Organic Search,0,1,3.0,195,3.0,Converted to Lead,India,Operations Management,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
241,657920,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
242,657905,Landing Page Submission,Google,0,1,3.0,732,3.0,Email Opened,India,Operations Management,Online Search,Working Professional,0,0,Might be,Unknown,Thane & Outskirts,2,2,0,0
243,657902,API,Olark Chat,0,0,7.0,1130,2.33,Page Visited on Website,United States,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,1
244,657899,API,Organic Search,0,0,13.0,594,4.33,Had a Phone Conversation,India,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,2,2,0,1
245,657887,API,Organic Search,0,0,5.0,1117,5.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
246,657882,API,Referral Sites,0,0,14.0,354,9.0,Unreachable,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,1,0,1
247,657879,API,Google,0,0,3.0,217,3.0,Unreachable,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
248,657828,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
249,657823,API,Direct Traffic,0,1,5.0,1837,2.5,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Thane & Outskirts,2,2,0,0
250,657821,Landing Page Submission,Google,0,0,1.0,302,1.0,Converted to Lead,India,Human Resource Management,Multiple Sources,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,1
251,657803,Landing Page Submission,Google,0,0,6.0,32,6.0,Page Visited on Website,India,Human Resource Management,Word Of Mouth,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,1
252,657777,Landing Page Submission,Direct Traffic,0,0,1.0,1226,1.0,Converted to Lead,India,Human Resource Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Tier II Cities,2,2,1,1
253,657754,Landing Page Submission,Google,0,0,4.0,144,4.0,Email Opened,India,Operations Management,Multiple Sources,Unknown,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,0,0
254,657741,API,Organic Search,0,1,2.0,631,1.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,3,2,0,1
255,657731,Landing Page Submission,Direct Traffic,0,1,1.0,891,1.0,Converted to Lead,Unknown,Operations Management,Unknown,Student,0,0,Low in Relevance,Potential Lead,Other Cities of Maharashtra,2,3,1,1
256,657717,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
257,657703,API,Google,0,0,3.0,235,3.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
258,657697,Landing Page Submission,Google,0,0,2.0,453,2.0,Email Link Clicked,India,Services Excellence,Word Of Mouth,Unknown,0,0,Unknown,Unknown,Mumbai,1,2,0,1
259,657691,API,Referral Sites,0,0,3.0,60,1.5,Page Visited on Website,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,1,0,0
260,657686,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
261,657676,API,Organic Search,0,0,9.0,96,4.5,Page Visited on Website,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
262,657660,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
263,657655,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
264,657644,API,Referral Sites,0,1,11.0,825,9.0,Olark Chat Conversation,India,Finance Management,Unknown,Working Professional,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,3,2,0,1
265,657643,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,0
266,657620,API,Direct Traffic,0,0,11.0,10,5.5,Page Visited on Website,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,1,2,0,0
267,657611,Lead Add Form,Reference,0,1,0.0,1704,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
268,657609,API,Organic Search,0,1,3.0,1154,1.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,3,2,0,1
269,657590,Lead Add Form,Reference,0,1,0.0,1262,0.0,Unknown,Unknown,Operations Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Other Cities of Maharashtra,2,3,0,1
270,657586,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,"Banking, Investment And Insurance",Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,3,0,0
271,657572,Landing Page Submission,Referral Sites,0,1,6.0,104,3.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,0
272,657510,API,Google,0,0,3.0,331,3.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
273,657502,Landing Page Submission,Google,0,0,5.0,294,2.5,Email Opened,India,Healthcare Management,Word Of Mouth,Unemployed,0,0,Not Sure,Unknown,Mumbai,1,2,0,0
274,657500,API,Organic Search,0,0,5.0,345,5.0,Email Opened,Australia,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
275,657480,API,Google,0,0,2.0,172,2.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,1,2,0,1
276,657477,Landing Page Submission,Google,0,1,4.0,228,4.0,Email Opened,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,2,3,0,0
277,657470,Landing Page Submission,Organic Search,0,0,5.0,26,5.0,Email Opened,India,Hospitality Management,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,1,1,0
278,657452,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
279,657436,API,Referral Sites,0,0,4.0,436,4.0,Email Link Clicked,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,1,1,0,0
280,657426,Landing Page Submission,Google,0,0,5.0,1008,5.0,Page Visited on Website,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,1,0,1
281,657423,Landing Page Submission,Referral Sites,0,0,17.0,71,3.4,Unreachable,India,Unknown,Online Search,Unemployed,0,0,Might be,Unknown,Other Cities of Maharashtra,2,2,0,1
282,657421,Landing Page Submission,Google,0,0,8.0,43,8.0,Olark Chat Conversation,India,Human Resource Management,Online Search,Unemployed,0,0,Might be,Other Leads,Mumbai,2,3,0,1
283,657390,Landing Page Submission,Google,0,0,4.0,294,4.0,Email Opened,India,E-Business,Online Search,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,3,0,0
284,657388,API,Organic Search,0,0,2.0,1528,1.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
285,657386,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
286,657385,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
287,657381,API,Referral Sites,0,0,1.0,213,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,0,0,Not Sure,Other Leads,Unknown,2,1,0,1
288,657379,Landing Page Submission,Organic Search,0,1,4.0,31,1.33,Email Opened,India,Operations Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Other Cities,2,3,1,0
289,657356,API,Google,0,0,3.0,389,3.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,1,2,0,0
290,657327,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
291,657318,API,Google,0,0,4.0,97,4.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
292,657316,Landing Page Submission,Direct Traffic,0,0,13.0,194,9.0,Email Opened,India,Marketing Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,0
